School ID,School name,School division,School type,City,Address,Website,General email,Phone,Principal,Vice-principal,Graduation coordinator,Administrative assistant,Student leadership contact,Approximate enrolment,Approximate graduating class,Graduation date,Graduation venue,Graduation page,Opportunity tier,Opportunity score,Main approval route,Main contact,Backup contact,Notes,Source URLs,Date verified
SCH-093,Ministik Community School,Northern Lights School Division No. 113,Northern public secondary school,Pinehouse,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nlsd113.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–600 students; verify.,Estimated 10–100 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,61,School/division and community approval likely; culturally appropriate products and venue terms require direct confirmation.,School office / principal routing,Northern Lights School Division No. 113 main office — 306-425-3302,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nlsd113.ca/; https://www.nlsd113.ca/,2026-06-26
SCH-094,Valley View Community School,Northern Lights School Division No. 113,Northern public secondary school,Beauval,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nlsd113.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–600 students; verify.,Estimated 10–100 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,61,School/division and community approval likely; culturally appropriate products and venue terms require direct confirmation.,School office / principal routing,Northern Lights School Division No. 113 main office — 306-425-3302,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nlsd113.ca/; https://www.nlsd113.ca/,2026-06-26
SCH-095,Twin Lakes Community School,Northern Lights School Division No. 113,Northern public secondary school,Buffalo Narrows,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nlsd113.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–600 students; verify.,Estimated 10–100 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,62,School/division and community approval likely; culturally appropriate products and venue terms require direct confirmation.,School office / principal routing,Northern Lights School Division No. 113 main office — 306-425-3302,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nlsd113.ca/; https://www.nlsd113.ca/,2026-06-26
SCH-096,Rossignol High School,Île-à-la-Crosse School Division No. 112,Northern public secondary school,Île-à-la-Crosse,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.rossignolschools.com/o/rhs,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–600 students; verify.,Estimated 10–100 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,66,School/division and community approval likely; culturally appropriate products and venue terms require direct confirmation.,School office / principal routing,Île-à-la-Crosse School Division No. 112 main office — 306-833-2141,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.rossignolschools.com/o/rhs; https://www.rossignolschools.com/,2026-06-26
SCH-097,Creighton Community School,Creighton School Division No. 111,Northern public secondary school,Creighton,"325 Main Street, Creighton, SK S0P 0A0",https://www.creightonschool.com/,info@creightonschool.com,306-688-5138,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–600 students; verify.,Estimated 10–100 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,66,School/division and community approval likely; culturally appropriate products and venue terms require direct confirmation.,School office / principal routing,Creighton School Division No. 111 main office — 306-688-5825,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.creightonschool.com/contact-us; https://www.creightonschool.com/,2026-06-26
SCH-098,Greenall High School,Prairie Valley School Division No. 208,Regional public secondary school,Balgonie,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,2026-06-29 — Confirmed,Conexus Arts Centre,https://conexusartscentre.ca/,Tier 1,84,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-099,Lumsden High School,Prairie Valley School Division No. 208,Regional public secondary school,Lumsden,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,76,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-100,Bert Fox Community High School,Prairie Valley School Division No. 208,Regional public secondary school,Fort Qu’Appelle,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,72,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-101,Indian Head High School,Prairie Valley School Division No. 208,Regional public secondary school,Indian Head,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,68,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-102,Balcarres Community School,Prairie Valley School Division No. 208,Regional public secondary school,Balcarres,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,62,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-103,Grenfell High Community School,Prairie Valley School Division No. 208,Regional public secondary school,Grenfell,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,60,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-104,Kipling School,Prairie Valley School Division No. 208,Regional public secondary school,Kipling,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,60,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-105,Wolseley High School,Prairie Valley School Division No. 208,Regional public secondary school,Wolseley,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.pvsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 120–850 students; verify.,Estimated 15–170 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,59,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Valley School Division No. 208 main office — 306-949-3366,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
SCH-106,Rosetown Central High School,Sun West School Division No. 207,Regional public secondary school,Rosetown,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,72,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-107,Kindersley Composite School,Sun West School Division No. 207,Regional public secondary school,Kindersley,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,78,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-108,Outlook High School,Sun West School Division No. 207,Regional public secondary school,Outlook,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,70,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-109,Biggar Central School 2000,Sun West School Division No. 207,Regional public secondary school,Biggar,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,68,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-110,Unity Composite High School,Sun West School Division No. 207,Regional public secondary school,Unity,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,70,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-111,McLurg High School,Sun West School Division No. 207,Regional public secondary school,Wilkie,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,62,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
SCH-112,Kerrobert Composite School,Sun West School Division No. 207,Regional public secondary school,Kerrobert,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.sunwestsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 100–700 students; verify.,Estimated 10–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,60,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Sun West School Division No. 207 main office — 306-882-2677,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
